0.001,0.2,0.005,-0.091646,-0.026254,1000000
0.001,0.2,0.005,-0.091902,-0.027957,1000000
0.001,0.2,0.005,-0.091239,-0.0289,1000000
0.001,0.2,0.005,-0.091027,-0.029651,1000000
0.001,0.2,0.005,-0.0925,-0.028182,1000000
0.001,0.2,0.0005,-0.092023,-0.028148,1000000
0.001,0.2,0.0005,-0.092449,-0.02898,1000000
0.001,0.2,0.0005,-0.092382,-0.028698,1000000
0.001,0.2,0.0005,-0.094295,-0.029003,1000000
0.001,0.2,0.0005,-0.092509,-0.027812,1000000
0.001,0.2,0.0005,-0.091731,-0.027806,1000000
0.001,0.2,0.0005,-0.093675,-0.02645,1000000
0.001,0.2,0.0005,-0.094093,-0.027689,1000000
0.001,0.2,0.0005,-0.092194,-0.028443,1000000
0.001,0.2,0.0005,-0.092165,-0.028506,1000000
0.001,0.2,0.0005,-0.092601,-0.027379,1000000
0.001,0.2,0.0005,-0.092477,-0.028695,1000000
0.001,0.2,0.0005,-0.092279,-0.027766,1000000
0.001,0.2,0.0005,-0.092042,-0.028325,1000000
0.001,0.2,0.0005,-0.091936,-0.029012,1000000
0.001,0.2,0.0005,-0.092445,-0.029049,1000000
0.001,0.2,0.0005,-0.092233,-0.027743,1000000
0.001,0.2,0.0005,-0.092367,-0.026255,1000000
0.001,0.2,0.0005,-0.092771,-0.029055,1000000
0.001,0.2,0.0005,-0.09267,-0.028729,1000000
0.001,0.2,0,-0.092687,-0.026913,1000000
0.001,0.2,0,-0.09116,-0.027775,1000000
0.001,0.2,0,-0.092428,-0.027675,1000000
0.001,0.2,0,-0.09055,-0.029045,1000000
0.001,0.2,0,-0.092891,-0.028997,1000000
0.001,0.2,0,-0.091741,-0.028685,1000000
0.001,0.2,0,-0.092498,-0.029084,1000000
0.001,0.2,0,-0.092397,-0.02768,1000000
0.001,0.2,0,-0.093336,-0.029,1000000
0.001,0.2,0,-0.090943,-0.029885,1000000
0.001,0.2,0,-0.091209,-0.02722,1000000
0.001,0.2,0,-0.091121,-0.027169,1000000
0.001,0.2,0,-0.091625,-0.029151,1000000
0.001,0.2,0,-0.092085,-0.028387,1000000
0.001,0.2,0,-0.09251,-0.029994,1000000
0.001,0.2,0,-0.092175,-0.028939,1000000
0.001,0.2,0,-0.092586,-0.028175,1000000
0.001,0.2,0,-0.093075,-0.026499,1000000
0.001,0.2,0,-0.09232,-0.02828,1000000
0.001,0.2,0,-0.091387,-0.02687,1000000
