0.001,0.2,0.05,-0.099664,-0.028651,1000000
0.001,0.2,0.05,-0.092441,-0.029903,1000000
0.001,0.2,0.05,-0.094901,-0.027953,1000000
0.001,0.2,0.05,-0.092315,-0.029265,1000000
0.001,0.2,0.05,-0.092529,-0.027243,1000000
0.001,0.2,0.05,-0.091185,-0.027727,1000000
0.001,0.2,0.05,-0.089792,-0.027411,1000000
0.001,0.2,0.05,-0.092638,-0.027176,1000000
0.001,0.2,0.05,-0.094239,-0.026456,1000000
0.001,0.2,0.05,-0.091745,-0.028345,1000000
0.001,0.2,0.05,-0.092892,-0.025865,1000000
0.001,0.2,0.05,-0.091561,-0.026585,1000000
0.001,0.2,0.05,-0.092566,-0.028059,1000000
0.001,0.2,0.05,-0.092495,-0.028303,1000000
0.001,0.2,0.05,-0.09354,-0.029565,1000000
0.001,0.2,0.05,-0.093683,-0.028352,1000000
0.001,0.2,0.05,-0.093046,-0.027954,1000000
0.001,0.2,0.05,-0.093081,-0.027229,1000000
0.001,0.2,0.05,-0.093919,-0.029789,1000000
0.001,0.2,0.05,-0.092313,-0.027327,1000000
0.001,0.2,0.005,-0.091189,-0.027373,1000000
0.001,0.2,0.005,-0.092934,-0.027852,1000000
0.001,0.2,0.005,-0.093846,-0.026993,1000000
0.001,0.2,0.005,-0.09201,-0.02823,1000000
0.001,0.2,0.005,-0.091803,-0.027312,1000000
0.001,0.2,0.005,-0.09279,-0.029741,1000000
0.001,0.2,0.005,-0.092006,-0.029438,1000000
0.001,0.2,0.005,-0.092624,-0.026813,1000000
0.001,0.2,0.005,-0.092723,-0.027691,1000000
0.001,0.2,0.005,-0.092683,-0.028684,1000000
0.001,0.2,0.005,-0.091448,-0.027012,1000000
0.001,0.2,0.005,-0.092817,-0.02729,1000000
0.001,0.2,0.005,-0.092895,-0.028494,1000000
0.001,0.2,0.005,-0.093646,-0.026404,1000000
0.001,0.2,0.005,-0.093808,-0.02739,1000000
0.001,0.2,0.005,-0.09157,-0.027343,1000000
0.001,0.2,0.005,-0.090791,-0.027256,1000000
0.001,0.2,0.005,-0.090667,-0.028365,1000000
0.001,0.2,0.005,-0.092854,-0.027233,1000000
0.001,0.2,0.005,-0.093277,-0.027768,1000000
0.001,0.2,0.0005,-0.090877,-0.028051,1000000
0.001,0.2,0.0005,-0.092645,-0.027225,1000000
0.001,0.2,0.0005,-0.092303,-0.02882,1000000
0.001,0.2,0.0005,-0.09189,-0.027877,1000000
0.001,0.2,0.0005,-0.091352,-0.028418,1000000
0.001,0.2,0.0005,-0.092018,-0.027871,1000000
0.001,0.2,0.0005,-0.092484,-0.02885,1000000
0.001,0.2,0.0005,-0.091616,-0.027741,1000000
0.001,0.2,0.0005,-0.093631,-0.030181,1000000
0.001,0.2,0.0005,-0.092149,-0.026979,1000000
0.001,0.2,0.0005,-0.092701,-0.028009,1000000
0.001,0.2,0.0005,-0.092165,-0.02913,1000000
0.001,0.2,0.0005,-0.092227,-0.029566,1000000
0.001,0.2,0.0005,-0.093554,-0.027467,1000000
0.001,0.2,0.0005,-0.091085,-0.028458,1000000
0.001,0.2,0.0005,-0.092369,-0.028101,1000000
0.001,0.2,0.0005,-0.091739,-0.028264,1000000
0.001,0.2,0.0005,-0.09256,-0.027885,1000000
0.001,0.2,0.0005,-0.091529,-0.029088,1000000
0.001,0.2,0.0005,-0.092738,-0.028805,1000000
0.001,0.2,0,-0.09204,-0.028156,1000000
0.001,0.2,0,-0.093624,-0.027499,1000000
0.001,0.2,0,-0.090958,-0.027063,1000000
0.001,0.2,0,-0.092513,-0.027911,1000000
0.001,0.2,0,-0.091777,-0.027591,1000000
0.001,0.2,0,-0.093043,-0.02867,1000000
0.001,0.2,0,-0.090673,-0.029903,1000000
0.001,0.2,0,-0.091319,-0.028438,1000000
0.001,0.2,0,-0.09237,-0.026289,1000000
0.001,0.2,0,-0.09176,-0.02687,1000000
0.001,0.2,0,-0.093,-0.028933,1000000
0.001,0.2,0,-0.092619,-0.027,1000000
0.001,0.2,0,-0.094615,-0.026431,1000000
0.001,0.2,0,-0.091725,-0.028448,1000000
0.001,0.2,0,-0.093982,-0.028459,1000000
0.001,0.2,0,-0.091852,-0.027339,1000000
0.001,0.2,0,-0.091854,-0.028004,1000000
0.001,0.2,0,-0.092464,-0.02699,1000000
0.001,0.2,0,-0.090718,-0.027472,1000000
0.001,0.2,0,-0.091277,-0.027544,1000000
0.001,0.2,0.05,-0.10117,-0.031212,1000000
0.001,0.2,0.05,-0.093737,-0.028599,1000000
0.001,0.2,0.05,-0.093375,-0.028559,1000000
0.001,0.2,0.05,-0.092997,-0.027678,1000000
0.001,0.2,0.05,-0.093081,-0.028582,1000000
0.001,0.2,0.05,-0.092809,-0.029314,1000000
0.001,0.2,0.05,-0.091521,-0.027352,1000000
0.001,0.2,0.05,-0.092851,-0.027383,1000000
0.001,0.2,0.05,-0.089984,-0.029453,1000000
0.001,0.2,0.05,-0.092493,-0.027387,1000000
0.001,0.2,0.05,-0.093091,-0.028687,1000000
0.001,0.2,0.05,-0.092908,-0.027142,1000000
0.001,0.2,0.05,-0.09288,-0.030402,1000000
0.001,0.2,0.05,-0.092431,-0.028522,1000000
0.001,0.2,0.05,-0.092961,-0.028093,1000000
0.001,0.2,0.05,-0.091788,-0.02796,1000000
0.001,0.2,0.05,-0.093982,-0.029259,1000000
0.001,0.2,0.05,-0.092444,-0.026522,1000000
0.001,0.2,0.05,-0.092673,-0.027347,1000000
0.001,0.2,0.05,-0.09297,-0.028698,1000000
0.001,0.2,0.005,-0.093077,-0.027114,1000000
0.001,0.2,0.005,-0.092442,-0.027561,1000000
0.001,0.2,0.005,-0.091065,-0.027284,1000000
0.001,0.2,0.005,-0.092983,-0.027617,1000000
0.001,0.2,0.005,-0.092103,-0.028325,1000000
0.001,0.2,0.005,-0.091033,-0.027724,1000000
0.001,0.2,0.005,-0.092576,-0.028703,1000000
0.001,0.2,0.005,-0.09318,-0.029716,1000000
0.001,0.2,0.005,-0.089677,-0.02798,1000000
0.001,0.2,0.005,-0.094199,-0.027501,1000000
0.001,0.2,0.005,-0.092812,-0.028359,1000000
0.001,0.2,0.005,-0.093116,-0.028277,1000000
0.001,0.2,0.005,-0.092553,-0.028748,1000000
0.001,0.2,0.005,-0.090647,-0.027834,1000000
0.001,0.2,0.005,-0.092354,-0.029307,1000000
